interaction_count,seed_count,mean_raw_ramp_reward,median_raw_ramp_reward,mean_raw_incremental_ramp_impact,median_raw_incremental_ramp_impact,mean_episode_count,mean_elapsed_seconds
899072,10,7.300567299421631e-05,7.357669874077122e-05,-7.300567299421631e-05,-7.357669874077122e-05,76.0,26978.01699775001
901120,10,7.325814558434084e-05,7.298802432595866e-05,-7.325814558434084e-05,-7.298802432595866e-05,76.0,27002.381445039995
903168,10,7.392897970117091e-05,7.353091661277855e-05,-7.392897970117091e-05,-7.353091661277855e-05,76.0,27026.861021930003
905216,10,7.289355643473747e-05,7.301646608420215e-05,-7.289355643473747e-05,-7.301646608420215e-05,76.0,27051.486282459995
907264,10,7.277155536623459e-05,7.247246252046224e-05,-7.277155536623459e-05,-7.247246252046224e-05,76.0,27075.787777449958
909312,10,7.230235302645536e-05,7.21745851812543e-05,-7.230235302645536e-05,-7.21745851812543e-05,76.0,27100.277365570004
911360,10,7.221439277554776e-05,7.168957821207698e-05,-7.221439277554776e-05,-7.168957821207698e-05,76.0,27124.48347546002
913408,10,7.27559303939681e-05,7.332419781417879e-05,-7.27559303939681e-05,-7.332419781417879e-05,76.0,27148.68706449
915456,10,7.31705980529613e-05,7.311653452314352e-05,-7.31705980529613e-05,-7.311653452314352e-05,76.0,27173.060581239988
917504,10,7.29054019386419e-05,7.347994112656282e-05,-7.29054019386419e-05,-7.347994112656282e-05,76.0,27197.41460432999
919552,10,7.301320683074413e-05,7.27088682333049e-05,-7.301320683074413e-05,-7.27088682333049e-05,76.0,27221.982899340008
921600,10,7.337799484713968e-05,7.276694025506684e-05,-7.337799484713968e-05,-7.276694025506684e-05,76.0,27246.407877769972
923648,10,7.283450290305304e-05,7.326430535659927e-05,-7.283450290305304e-05,-7.326430535659927e-05,76.0,27270.792210000007
925696,10,7.296849375836596e-05,7.345348065411928e-05,-7.296849375836596e-05,-7.345348065411928e-05,76.0,27295.173558269977
927744,10,7.278641384228895e-05,7.32655171180371e-05,-7.278641384228895e-05,-7.32655171180371e-05,76.0,27319.461396450013
929792,10,7.272897956805696e-05,7.291869881716513e-05,-7.272897956805696e-05,-7.291869881716513e-05,76.0,27343.80203373998
931840,10,7.301073349388563e-05,7.282624340688738e-05,-7.301073349388563e-05,-7.282624340688738e-05,76.0,27368.242512189994
933888,10,7.308768326038706e-05,7.260989965207659e-05,-7.308768326038706e-05,-7.260989965207659e-05,76.0,27392.720633880024
935936,10,7.312402237230446e-05,7.269396805859404e-05,-7.312402237230446e-05,-7.269396805859404e-05,76.0,27417.535043160013
937984,10,7.271860452137906e-05,7.290237939022148e-05,-7.271860452137906e-05,-7.290237939022148e-05,76.0,27442.331097989994
940032,10,7.374959466881934e-05,7.428079997383755e-05,-7.374959466881934e-05,-7.428079997383755e-05,76.0,27467.28115758002
942080,10,7.34073680358272e-05,7.393951721197911e-05,-7.34073680358272e-05,-7.393951721197911e-05,72.0,27492.39623129
944128,10,7.348704503697043e-05,7.380875333974194e-05,-7.348704503697043e-05,-7.380875333974194e-05,76.0,27517.569073070004
946176,10,7.276723173886526e-05,7.293977004376467e-05,-7.276723173886526e-05,-7.293977004376467e-05,76.0,27543.635178810007
948224,10,7.26007437888722e-05,7.248049831122811e-05,-7.26007437888722e-05,-7.248049831122811e-05,76.0,27569.239823070006
950272,10,7.260730000650479e-05,7.287929106329551e-05,-7.260730000650479e-05,-7.287929106329551e-05,76.0,27595.184710060013
952320,10,7.329347820800978e-05,7.381207613885813e-05,-7.329347820800978e-05,-7.381207613885813e-05,76.0,27620.974149609985
954368,10,7.32498453784776e-05,7.34865480330769e-05,-7.32498453784776e-05,-7.34865480330769e-05,76.0,27646.53226888997
956416,10,7.311702219320356e-05,7.348144617023925e-05,-7.311702219320356e-05,-7.348144617023925e-05,76.0,27671.568009259972
958464,10,7.328140041176149e-05,7.308645391060286e-05,-7.328140041176149e-05,-7.308645391060286e-05,76.0,27696.486569229957
960512,10,7.292423873868703e-05,7.349286563668064e-05,-7.292423873868703e-05,-7.349286563668064e-05,76.0,27721.410347179975
962560,10,7.342923907953692e-05,7.360529903565564e-05,-7.342923907953692e-05,-7.360529903565564e-05,76.0,27746.47520954998
964608,10,7.404497302321546e-05,7.429389063893152e-05,-7.404497302321546e-05,-7.429389063893152e-05,76.0,27771.277604020037
966656,10,7.284840262113336e-05,7.331222078991423e-05,-7.284840262113336e-05,-7.331222078991423e-05,76.0,27796.16306337002
968704,10,7.282071696474836e-05,7.213956055964548e-05,-7.282071696474836e-05,-7.213956055964548e-05,76.0,27821.275397499976
970752,10,7.250506466184109e-05,7.27642816430781e-05,-7.250506466184109e-05,-7.27642816430781e-05,76.0,27846.351782849968
972800,10,7.332525068766538e-05,7.306261396050406e-05,-7.332525068766538e-05,-7.306261396050406e-05,76.0,27871.31702805001
974848,10,7.393497890698279e-05,7.382082586436314e-05,-7.393497890698279e-05,-7.382082586436314e-05,76.0,27896.097837369958
976896,10,7.331614879343397e-05,7.256020345252182e-05,-7.331614879343397e-05,-7.256020345252182e-05,76.0,27920.79036338001
978944,10,7.270675349318368e-05,7.279311007240885e-05,-7.270675349318368e-05,-7.279311007240885e-05,76.0,27945.894825519994
980992,10,7.228686796614681e-05,7.275421939320116e-05,-7.228686796614681e-05,-7.275421939320116e-05,76.0,27970.81046356
983040,10,7.429763238122894e-05,7.41072586273211e-05,-7.429763238122894e-05,-7.41072586273211e-05,76.0,27995.81170388998
985088,10,7.347810440183837e-05,7.322328335320426e-05,-7.347810440183837e-05,-7.322328335320426e-05,76.0,28020.989862180013
987136,10,7.308961269029976e-05,7.281567586033157e-05,-7.308961269029976e-05,-7.281567586033157e-05,76.0,28045.70074626999
989184,10,7.263267326568419e-05,7.235979008515139e-05,-7.263267326568419e-05,-7.235979008515139e-05,76.0,28070.395749409985
991232,10,7.361405048506202e-05,7.331933342321815e-05,-7.361405048506202e-05,-7.331933342321815e-05,76.0,28094.765097149975
993280,10,7.333506230477262e-05,7.388619615192598e-05,-7.333506230477262e-05,-7.388619615192598e-05,76.0,28119.648701849997
995328,10,7.328871789551283e-05,7.296012257295838e-05,-7.328871789551283e-05,-7.296012257295838e-05,76.0,28143.926065990003
997376,10,7.318646588704123e-05,7.330113996494334e-05,-7.318646588704123e-05,-7.330113996494334e-05,72.0,28168.699813600026
999424,10,7.265953715774532e-05,7.208074995296862e-05,-7.265953715774532e-05,-7.208074995296862e-05,76.0,28193.68734877
1001472,10,7.320556171564384e-05,7.389411272737723e-05,-7.320556171564384e-05,-7.389411272737723e-05,76.0,28218.734786249977
1003520,10,7.410008727680213e-05,7.398673058538188e-05,-7.410008727680213e-05,-7.398673058538188e-05,76.0,28243.591475920006
1005568,10,7.251998955185807e-05,7.235365473785163e-05,-7.251998955185807e-05,-7.235365473785163e-05,76.0,28268.40582842999
1007616,10,7.300023438264178e-05,7.328141748376386e-05,-7.300023438264178e-05,-7.328141748376386e-05,76.0,28292.88525479995
1009664,10,7.418235449185968e-05,7.43386371986321e-05,-7.418235449185968e-05,-7.43386371986321e-05,76.0,28317.42999265997
1011712,10,7.267577459158348e-05,7.284882270413204e-05,-7.267577459158348e-05,-7.284882270413204e-05,76.0,28341.99548478995
1013760,10,7.290305257192295e-05,7.33233612906746e-05,-7.290305257192295e-05,-7.33233612906746e-05,76.0,28366.244047770022
1015808,10,7.468660552320742e-05,7.512633486053294e-05,-7.468660552320742e-05,-7.512633486053294e-05,76.0,28390.744530520005
1017856,10,7.299166077153745e-05,7.285595651471182e-05,-7.299166077153745e-05,-7.285595651471182e-05,76.0,28415.072507429963
1019904,10,7.328231560241612e-05,7.329558251390961e-05,-7.328231560241612e-05,-7.329558251390961e-05,76.0,28439.50298884001
1021952,10,7.360140752892123e-05,7.335471440479067e-05,-7.360140752892123e-05,-7.335471440479067e-05,76.0,28463.90055389998
1024000,10,7.349584917992989e-05,7.338007885303142e-05,-7.349584917992989e-05,-7.338007885303142e-05,76.0,28488.29061262002
1026048,10,7.344922289503223e-05,7.33652640945573e-05,-7.344922289503223e-05,-7.33652640945573e-05,76.0,28512.82912839998
1028096,10,7.465420580642744e-05,7.476418951788168e-05,-7.465420580642744e-05,-7.476418951788168e-05,76.0,28537.55928612999
1030144,10,7.315766789794141e-05,7.34417135239216e-05,-7.315766789794141e-05,-7.34417135239216e-05,76.0,28561.898890109987
1032192,10,7.287309471685207e-05,7.329170945412009e-05,-7.287309471685207e-05,-7.329170945412009e-05,76.0,28586.40437854999
1034240,10,7.311844380162986e-05,7.246742380305082e-05,-7.311844380162986e-05,-7.246742380305082e-05,76.0,28610.70177116997
1036288,10,7.406238907455346e-05,7.447654702530812e-05,-7.406238907455346e-05,-7.447654702530812e-05,76.0,28635.274564720014
1038336,10,7.310081692547632e-05,7.307870423929085e-05,-7.310081692547632e-05,-7.307870423929085e-05,76.0,28659.60889781001
1040384,10,7.399723000681079e-05,7.413756661489443e-05,-7.399723000681079e-05,-7.413756661489443e-05,76.0,28683.981532959966
1042432,10,7.278049632666628e-05,7.327597319380081e-05,-7.278049632666628e-05,-7.327597319380081e-05,76.0,28708.37823630001
1044480,10,7.296186702873372e-05,7.263053449597492e-05,-7.296186702873372e-05,-7.263053449597492e-05,76.0,28732.878736110008
1046528,10,7.34482222018987e-05,7.36404114520013e-05,-7.34482222018987e-05,-7.36404114520013e-05,76.0,28757.556650329985
1048576,10,7.379133460076859e-05,7.390538561931018e-05,-7.379133460076859e-05,-7.390538561931018e-05,76.0,28782.291536199977
1050624,10,7.346404463769771e-05,7.376652988691898e-05,-7.346404463769771e-05,-7.376652988691898e-05,76.0,28806.888274759986
1052672,10,7.365221719658346e-05,7.322034278844477e-05,-7.365221719658346e-05,-7.322034278844477e-05,72.0,28832.038183989982
1054720,10,7.315117900740111e-05,7.280429484934626e-05,-7.315117900740111e-05,-7.280429484934626e-05,76.0,28856.707360649994
1056768,10,7.305407309003848e-05,7.293312738550499e-05,-7.305407309003848e-05,-7.293312738550499e-05,76.0,28881.386172489983
1058816,10,7.389653174304334e-05,7.39075697139666e-05,-7.389653174304334e-05,-7.39075697139666e-05,76.0,28906.021827780012
1060864,10,7.424639624246436e-05,7.410701396707751e-05,-7.424639624246436e-05,-7.410701396707751e-05,76.0,28930.55545723997
1062912,10,7.271217498255177e-05,7.248378015929321e-05,-7.271217498255177e-05,-7.248378015929321e-05,76.0,28955.14583852999
1064960,10,7.365838966402e-05,7.319688077931128e-05,-7.365838966402e-05,-7.319688077931128e-05,76.0,28979.782889090013
1067008,10,7.418798781795734e-05,7.463996526228272e-05,-7.418798781795734e-05,-7.463996526228272e-05,76.0,29004.72024824999
1069056,10,7.311555660353759e-05,7.32858575509681e-05,-7.311555660353759e-05,-7.32858575509681e-05,76.0,29029.42329381998
1071104,10,7.302671591095877e-05,7.291706161090883e-05,-7.302671591095877e-05,-7.291706161090883e-05,76.0,29054.15872922996
1073152,10,7.389912606186465e-05,7.350918974173375e-05,-7.389912606186465e-05,-7.350918974173375e-05,76.0,29078.73721393999
1075200,10,7.23756304796992e-05,7.259760312796213e-05,-7.23756304796992e-05,-7.259760312796213e-05,76.0,29103.34148796997
1077248,10,7.350089439804965e-05,7.350035255394838e-05,-7.350089439804965e-05,-7.350035255394838e-05,76.0,29127.857033400003
1079296,10,7.36948888943643e-05,7.364153777517302e-05,-7.36948888943643e-05,-7.364153777517302e-05,76.0,29152.489224129986
1081344,10,7.384732694155056e-05,7.394201855132206e-05,-7.384732694155056e-05,-7.394201855132206e-05,76.0,29177.32925753996
1083392,10,7.378092915224569e-05,7.31420304052489e-05,-7.378092915224569e-05,-7.31420304052489e-05,76.0,29202.118759450015
1085440,10,7.263858862965205e-05,7.3100547376257e-05,-7.263858862965205e-05,-7.3100547376257e-05,76.0,29227.01319199002
1087488,10,7.428271881483982e-05,7.473259452050934e-05,-7.428271881483982e-05,-7.473259452050934e-05,76.0,29251.783073859988
1089536,10,7.389597840516744e-05,7.3866056050042e-05,-7.389597840516744e-05,-7.3866056050042e-05,76.0,29276.59277802999
1091584,10,7.38530248275985e-05,7.38384324508186e-05,-7.38530248275985e-05,-7.38384324508186e-05,76.0,29301.250240069952
1093632,10,7.441329221278082e-05,7.415241908287221e-05,-7.441329221278082e-05,-7.415241908287221e-05,76.0,29325.950832829996
1095680,10,7.325018023718103e-05,7.332463101250538e-05,-7.325018023718103e-05,-7.332463101250538e-05,76.0,29350.650979539983
1097728,10,7.382607821752612e-05,7.402022724195746e-05,-7.382607821752612e-05,-7.402022724195746e-05,76.0,29375.72615008
1099776,10,7.371451139262044e-05,7.332954904185415e-05,-7.371451139262044e-05,-7.332954904185415e-05,76.0,29400.821610419964
1101824,10,7.337105706115113e-05,7.346547043895135e-05,-7.337105706115113e-05,-7.346547043895135e-05,76.0,29426.098163719987
1103872,10,7.30495663794305e-05,7.28223054558195e-05,-7.30495663794305e-05,-7.28223054558195e-05,76.0,29451.529763519997
1105920,10,7.289769785065735e-05,7.32295124756059e-05,-7.289769785065735e-05,-7.32295124756059e-05,76.0,29477.09912725999
1107968,10,7.433417279360418e-05,7.438243294773778e-05,-7.433417279360418e-05,-7.438243294773778e-05,72.0,29502.75944915998
1110016,10,7.37535224306894e-05,7.355520713466471e-05,-7.37535224306894e-05,-7.355520713466471e-05,76.0,29528.75455569995
1112064,10,7.455935931682165e-05,7.44929032017942e-05,-7.455935931682165e-05,-7.44929032017942e-05,76.0,29554.365531100008
1114112,10,7.322556515121823e-05,7.337944769277947e-05,-7.322556515121823e-05,-7.337944769277947e-05,76.0,29579.978789709996
1116160,10,7.287216348524877e-05,7.229633526827319e-05,-7.287216348524877e-05,-7.229633526827319e-05,76.0,29605.787130839984
1118208,10,7.326294168419663e-05,7.276882801420198e-05,-7.326294168419663e-05,-7.276882801420198e-05,76.0,29631.52986091003
1120256,10,7.401272918579984e-05,7.360163695305618e-05,-7.401272918579984e-05,-7.360163695305618e-05,76.0,29657.000225739972
1122304,10,7.315788898985358e-05,7.267358169249922e-05,-7.315788898985358e-05,-7.267358169249922e-05,76.0,29682.39627568
1124352,10,7.333135949300335e-05,7.301319281376905e-05,-7.333135949300335e-05,-7.301319281376905e-05,76.0,29707.387440009952
1126400,10,7.356484731722122e-05,7.359112151314001e-05,-7.356484731722122e-05,-7.359112151314001e-05,76.0,29732.44704006
1128448,10,7.410655292609906e-05,7.44904126077503e-05,-7.410655292609906e-05,-7.44904126077503e-05,76.0,29757.336830589968
1130496,10,7.390414729939485e-05,7.359885262213188e-05,-7.390414729939485e-05,-7.359885262213188e-05,76.0,29782.49145425998
1132544,10,7.413773005294877e-05,7.333693344073678e-05,-7.413773005294877e-05,-7.333693344073678e-05,76.0,29807.659273599995
1134592,10,7.33767159424518e-05,7.294047011176351e-05,-7.33767159424518e-05,-7.294047011176351e-05,76.0,29832.73131932998
1136640,10,7.402673708095828e-05,7.409077925094149e-05,-7.402673708095828e-05,-7.409077925094149e-05,76.0,29857.63150110999
1138688,10,7.232682314081656e-05,7.188182444607392e-05,-7.232682314081656e-05,-7.188182444607392e-05,76.0,29882.344105610042
1140736,10,7.430965678347152e-05,7.447237093712367e-05,-7.430965678347152e-05,-7.447237093712367e-05,76.0,29906.92311945001
1142784,10,7.372553363688002e-05,7.359265462216394e-05,-7.372553363688002e-05,-7.359265462216394e-05,76.0,29931.805118270007
1144832,10,7.428038939001936e-05,7.429611449023502e-05,-7.428038939001936e-05,-7.429611449023502e-05,76.0,29956.838995650014
1146880,10,7.470549588532774e-05,7.447475677930725e-05,-7.470549588532774e-05,-7.447475677930725e-05,76.0,29982.070160280004
1148928,10,7.459704796723747e-05,7.477434576227734e-05,-7.459704796723747e-05,-7.477434576227734e-05,76.0,30007.71497428997
1150976,10,7.371827046447994e-05,7.297037810543474e-05,-7.371827046447994e-05,-7.297037810543474e-05,76.0,30033.38316063001
1153024,10,7.376948199706661e-05,7.358699206665351e-05,-7.376948199706661e-05,-7.358699206665351e-05,76.0,30059.321811829974
1155072,10,7.294730944531978e-05,7.288577839516654e-05,-7.294730944531978e-05,-7.288577839516654e-05,76.0,30085.333471009995
1157120,10,7.324076418898901e-05,7.333146498719086e-05,-7.324076418898901e-05,-7.333146498719086e-05,76.0,30111.477536460035
1159168,10,7.365302461646904e-05,7.361070883144452e-05,-7.365302461646904e-05,-7.361070883144452e-05,76.0,30137.466303219997
1161216,10,7.481404862849544e-05,7.477124309733589e-05,-7.481404862849544e-05,-7.477124309733589e-05,76.0,30163.487836480002
1163264,10,7.329027085024913e-05,7.342676489270267e-05,-7.329027085024913e-05,-7.342676489270267e-05,72.0,30189.252611009964
1165312,10,7.30059975040761e-05,7.34313560952979e-05,-7.30059975040761e-05,-7.34313560952979e-05,76.0,30215.614643229987
1167360,10,7.414137215037191e-05,7.385758673047991e-05,-7.414137215037191e-05,-7.385758673047991e-05,76.0,30241.608478310005
1169408,10,7.388577732144224e-05,7.346851460309916e-05,-7.388577732144224e-05,-7.346851460309916e-05,76.0,30267.422817899984
1171456,10,7.457574458199026e-05,7.448614370753148e-05,-7.457574458199026e-05,-7.448614370753148e-05,76.0,30293.58597715001
1173504,10,7.400112256045328e-05,7.401580435181402e-05,-7.400112256045328e-05,-7.401580435181402e-05,76.0,30319.955054079976
1175552,10,7.377482825223367e-05,7.385129264265923e-05,-7.377482825223367e-05,-7.385129264265923e-05,76.0,30346.185459380038
1177600,10,7.284288963548615e-05,7.30047749595963e-05,-7.284288963548615e-05,-7.30047749595963e-05,76.0,30372.078004879993
1179648,10,7.379589787735301e-05,7.418231119179196e-05,-7.379589787735301e-05,-7.418231119179196e-05,76.0,30397.600496239982
1181696,10,7.39719500292142e-05,7.370873352022699e-05,-7.39719500292142e-05,-7.370873352022699e-05,76.0,30422.956930680015
1183744,10,7.350065630903298e-05,7.29108796950432e-05,-7.350065630903298e-05,-7.29108796950432e-05,76.0,30448.455320840003
1185792,10,7.429844127422723e-05,7.423367047759457e-05,-7.429844127422723e-05,-7.423367047759457e-05,76.0,30473.339820099973
1187840,10,7.458667062302192e-05,7.493339344547616e-05,-7.458667062302192e-05,-7.493339344547616e-05,76.0,30498.434085150016
1189888,10,7.354665358908937e-05,7.357027689730039e-05,-7.354665358908937e-05,-7.357027689730039e-05,76.0,30523.53141568999
1191936,10,7.285056237003488e-05,7.295580316591992e-05,-7.285056237003488e-05,-7.295580316591992e-05,76.0,30548.944728550014
1193984,10,7.39556889719644e-05,7.378311334056763e-05,-7.39556889719644e-05,-7.378311334056763e-05,76.0,30574.137888029964
1196032,10,7.336272091960001e-05,7.322706559711861e-05,-7.336272091960001e-05,-7.322706559711861e-05,76.0,30599.30505636998
1198080,10,7.311637174979457e-05,7.332434816877393e-05,-7.311637174979457e-05,-7.332434816877393e-05,76.0,30624.58030763997
1200128,10,7.295046984042531e-05,7.326456277428458e-05,-7.295046984042531e-05,-7.326456277428458e-05,76.0,30649.691176989978
1202176,10,7.517586309176432e-05,7.521899298901034e-05,-7.517586309176432e-05,-7.521899298901034e-05,76.0,30674.911839849967
1204224,10,7.47923298288312e-05,7.466961524840555e-05,-7.47923298288312e-05,-7.466961524840555e-05,76.0,30699.899680209997
1206272,10,7.382623965326873e-05,7.425151595429364e-05,-7.382623965326873e-05,-7.425151595429364e-05,76.0,30724.964184799977
1208320,10,7.368789937030707e-05,7.380032625798689e-05,-7.368789937030707e-05,-7.380032625798689e-05,76.0,30750.159719499992
1210368,10,7.380564668939774e-05,7.385207404350083e-05,-7.380564668939774e-05,-7.385207404350083e-05,76.0,30775.479730179977
1212416,10,7.509826483733493e-05,7.53106261458761e-05,-7.509826483733493e-05,-7.53106261458761e-05,76.0,30800.824351289986
1214464,10,7.311114737740119e-05,7.371462006700846e-05,-7.311114737740119e-05,-7.371462006700846e-05,76.0,30826.39259116
1216512,10,7.444076757230393e-05,7.503934458435813e-05,-7.444076757230393e-05,-7.503934458435813e-05,76.0,30851.841933840024
1218560,10,7.28664290536329e-05,7.25772420956787e-05,-7.28664290536329e-05,-7.25772420956787e-05,72.0,30877.46161318999
1220608,10,7.416391994145346e-05,7.426782579562674e-05,-7.416391994145346e-05,-7.426782579562674e-05,76.0,30902.89780304998
1222656,10,7.459531286428522e-05,7.436631022407665e-05,-7.459531286428522e-05,-7.436631022407665e-05,76.0,30928.577776820002
1224704,10,7.339861643919624e-05,7.346729653824667e-05,-7.339861643919624e-05,-7.346729653824667e-05,76.0,30954.109147509957
1226752,10,7.4276411610191e-05,7.448470012484891e-05,-7.4276411610191e-05,-7.448470012484891e-05,76.0,30979.733201240004
1228800,10,7.395860402744845e-05,7.372753950830589e-05,-7.395860402744845e-05,-7.372753950830589e-05,76.0,31005.33769792002
1230848,10,7.363930416556504e-05,7.39519432153714e-05,-7.363930416556504e-05,-7.39519432153714e-05,76.0,31030.805785049986
1232896,10,7.442829889421876e-05,7.457301288163897e-05,-7.442829889421876e-05,-7.457301288163897e-05,76.0,31056.27346685
1234944,10,7.434079379520037e-05,7.461407903841207e-05,-7.434079379520037e-05,-7.461407903841207e-05,76.0,31081.637887139943
1236992,10,7.392083076578151e-05,7.414116158437618e-05,-7.392083076578151e-05,-7.414116158437618e-05,76.0,31107.141542579957
1239040,10,7.323874627510023e-05,7.291419547017332e-05,-7.323874627510023e-05,-7.291419547017332e-05,76.0,31132.995308999973
1241088,10,7.32369440363428e-05,7.283907742660674e-05,-7.32369440363428e-05,-7.283907742660674e-05,76.0,31159.792775739963
1243136,10,7.450819425283482e-05,7.498168840566195e-05,-7.450819425283482e-05,-7.498168840566195e-05,76.0,31186.58306634
1245184,10,7.438852932676999e-05,7.415461117781766e-05,-7.438852932676999e-05,-7.415461117781766e-05,76.0,31213.57439049997
1247232,10,7.455944602537782e-05,7.47131269601657e-05,-7.455944602537782e-05,-7.47131269601657e-05,76.0,31240.21384417
1249280,10,7.420677143783133e-05,7.412297198916302e-05,-7.420677143783133e-05,-7.412297198916302e-05,76.0,31266.422527909977
1251328,10,7.369220987178595e-05,7.404822520440606e-05,-7.369220987178595e-05,-7.404822520440606e-05,76.0,31292.31080454001
1253376,10,7.370103601554863e-05,7.40214255620036e-05,-7.370103601554863e-05,-7.40214255620036e-05,76.0,31318.11710224999
1255424,10,7.383656792271343e-05,7.468898279037428e-05,-7.383656792271343e-05,-7.468898279037428e-05,76.0,31343.95613919995
1257472,10,7.298970010772307e-05,7.282540451684902e-05,-7.298970010772307e-05,-7.282540451684902e-05,76.0,31369.621370570014
1259520,10,7.350767309409099e-05,7.397418541280076e-05,-7.350767309409099e-05,-7.397418541280076e-05,76.0,31395.298597079982
1261568,10,7.462552766082328e-05,7.533874285352385e-05,-7.462552766082328e-05,-7.533874285352385e-05,76.0,31420.87339164
1263616,10,7.367956088987377e-05,7.38939759637186e-05,-7.367956088987377e-05,-7.38939759637186e-05,76.0,31446.428972289967
1265664,10,7.427513662618285e-05,7.383454666980087e-05,-7.427513662618285e-05,-7.383454666980087e-05,76.0,31471.84694474996
1267712,10,7.458092197583976e-05,7.48445775121373e-05,-7.458092197583976e-05,-7.48445775121373e-05,76.0,31497.15334138998
1269760,10,7.346245710922186e-05,7.445531337108905e-05,-7.346245710922186e-05,-7.445531337108905e-05,76.0,31522.68127403001
1271808,10,7.407081638290475e-05,7.369040121643159e-05,-7.407081638290475e-05,-7.369040121643159e-05,76.0,31548.152000609996
1273856,10,7.47680983506785e-05,7.470521767416356e-05,-7.47680983506785e-05,-7.470521767416356e-05,72.0,31573.758633760015
1275904,10,7.31791190691242e-05,7.293367988570728e-05,-7.31791190691242e-05,-7.293367988570728e-05,76.0,31599.286886009948
1277952,10,7.488772044632912e-05,7.48101152933423e-05,-7.488772044632912e-05,-7.48101152933423e-05,76.0,31624.566676199996
1280000,10,7.403461763856944e-05,7.357961358215909e-05,-7.403461763856944e-05,-7.357961358215909e-05,76.0,31649.97611095996
1282048,10,7.411432301262304e-05,7.404357348548193e-05,-7.411432301262304e-05,-7.404357348548193e-05,76.0,31675.374404400005
1284096,10,7.334743655523051e-05,7.356015548593266e-05,-7.334743655523051e-05,-7.356015548593266e-05,76.0,31700.609587589977
1286144,10,7.452416158401504e-05,7.501817065787666e-05,-7.452416158401504e-05,-7.501817065787666e-05,76.0,31725.898082759977
1288192,10,7.398752090907688e-05,7.430307960270874e-05,-7.398752090907688e-05,-7.430307960270874e-05,76.0,31751.67994696002
1290240,10,7.413870467342245e-05,7.448737486289786e-05,-7.413870467342245e-05,-7.448737486289786e-05,76.0,31777.634336219984
1292288,10,7.416936431429408e-05,7.409840696239939e-05,-7.416936431429408e-05,-7.409840696239939e-05,76.0,31804.21394257003
1294336,10,7.340538985938342e-05,7.357747405624e-05,-7.340538985938342e-05,-7.357747405624e-05,76.0,31831.20095911003
1296384,10,7.368438801466087e-05,7.27916416179206e-05,-7.368438801466087e-05,-7.27916416179206e-05,76.0,31858.612883969978
1298432,10,7.452215645872647e-05,7.435190016755902e-05,-7.452215645872647e-05,-7.435190016755902e-05,76.0,31886.08559126996
1300480,10,7.363463573831596e-05,7.345855872773049e-05,-7.363463573831596e-05,-7.345855872773049e-05,76.0,31913.68703926997
1302528,10,7.521401781378665e-05,7.5225330214166e-05,-7.521401781378665e-05,-7.5225330214166e-05,76.0,31940.682688649977
1304576,10,7.331049209586933e-05,7.365993233371955e-05,-7.331049209586933e-05,-7.365993233371955e-05,76.0,31967.672453629995
1306624,10,7.470186066531765e-05,7.506873909187878e-05,-7.470186066531765e-05,-7.506873909187878e-05,76.0,31994.078337479987
1308672,10,7.385230232364454e-05,7.331915528732233e-05,-7.385230232364454e-05,-7.331915528732233e-05,76.0,32020.36373892999
1310720,10,7.433411948376946e-05,7.474606747753766e-05,-7.433411948376946e-05,-7.474606747753766e-05,76.0,32046.70200929998
1312768,10,7.506263165059996e-05,7.542215066679326e-05,-7.506263165059996e-05,-7.542215066679326e-05,76.0,32073.032372949994
1314816,10,7.349437419498671e-05,7.353221886814201e-05,-7.349437419498671e-05,-7.353221886814201e-05,76.0,32099.249836219988
1316864,10,7.382738469642048e-05,7.326108996690272e-05,-7.382738469642048e-05,-7.326108996690272e-05,76.0,32125.662798419944
1318912,10,7.45468757182185e-05,7.420902410034587e-05,-7.45468757182185e-05,-7.420902410034587e-05,76.0,32152.167667079997
1320960,10,7.318765468728887e-05,7.277359454093409e-05,-7.318765468728887e-05,-7.277359454093409e-05,76.0,32178.350243850007
1323008,10,7.392848757678862e-05,7.374852891435171e-05,-7.392848757678862e-05,-7.374852891435171e-05,76.0,32204.972988800007
1325056,10,7.364835191417156e-05,7.374581697520463e-05,-7.364835191417156e-05,-7.374581697520463e-05,76.0,32230.852316800017
1327104,10,7.437281374011954e-05,7.428680081323249e-05,-7.437281374011954e-05,-7.428680081323249e-05,76.0,32256.87261771001
1329152,10,7.501485884190608e-05,7.451715860961098e-05,-7.501485884190608e-05,-7.451715860961098e-05,72.0,32282.765621159993
1331200,10,7.420807118158948e-05,7.388299877056546e-05,-7.420807118158948e-05,-7.388299877056546e-05,76.0,32309.106465220008
1333248,10,7.385252916988994e-05,7.386505076627836e-05,-7.385252916988994e-05,-7.386505076627836e-05,76.0,32335.04805588997
1335296,10,7.46021532536681e-05,7.43222450797702e-05,-7.46021532536681e-05,-7.43222450797702e-05,76.0,32360.989864469993
1337344,10,7.41294268934641e-05,7.472347882726414e-05,-7.41294268934641e-05,-7.472347882726414e-05,76.0,32386.80187622998
1339392,10,7.394001846285462e-05,7.334733564091723e-05,-7.394001846285462e-05,-7.334733564091723e-05,76.0,32412.77604624997
1341440,10,7.329942333873924e-05,7.373201856424501e-05,-7.329942333873924e-05,-7.373201856424501e-05,76.0,32438.602051089983
1343488,10,7.48246296560092e-05,7.476609727394978e-05,-7.48246296560092e-05,-7.476609727394978e-05,76.0,32464.530594870004
